name,movie,date,rating
Georges Pravaz,Schindler's List (1993),2020-10-24,4
Quentin Pravaz,Inception (2010),2021-06-12,1
Corentin Rouge,The Lord of the Rings: The Two Towers (2002),2021-06-05,2
Antonio Franco,Schindler's List (1993),2021-03-01,3
Exupéry Kunz,Star Wars: Episode V - The Empire Strikes Back (1980),2020-07-11,1
Georges Andoine,Inception (2010),2020-07-04,2
Corentin Rordorf,12 Angry Men (1957),2020-06-30,4
Andrea Mérot,The Lord of the Rings: The Return of the King (2003),2021-02-01,2
Sylvain Fragnière,The Shawshank Redemption (1994),2021-02-27,4
Simon Badillo,The Lord of the Rings: The Return of the King (2003),2021-03-10,2
Manuel Nicolier,The Shawshank Redemption (1994),2021-03-22,4
Christophe Di Marco,Schindler's List (1993),2020-08-10,4
Simon Rossi,The Godfather (1972),2021-06-24,4
Marie Mutti,The Lord of the Rings: The Return of the King (2003),2020-09-03,2
Olivier Mettreaux,The Godfather (1972),2021-05-05,4
Andrea Di Marco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-04,2
Patrick Dromard,12 Angry Men (1957),2020-07-09,3
Quentin Lavanchy,Schindler's List (1993),2020-10-14,3
Julien Dumas,Pulp Fiction (1994),2020-10-31,2
Nicolas Gerez,Forrest Gump (1994),2020-11-02,1
Olivier Rossi,The Dark Knight (2008),2020-11-24,3
Michelle Fragnière,Forrest Gump (1994),2021-06-16,1
Julien Tristan Kocher,"The Good, the Bad and the Ugly (1966)",2021-06-11,2
Simon Mérot,The Godfather: Part II (1974),2021-03-23,3
Quentin Kunz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-10-04,3
Arthur Stella,Pulp Fiction (1994),2021-06-06,3
Mouhssine Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-31,3
Thierry Dromard,Pulp Fiction (1994),2021-06-18,3
Sylvain Di Marco,Forrest Gump (1994),2021-01-26,2
Patrick Nicolier,The Lord of the Rings: The Two Towers (2002),2021-06-07,1
Frédéric Bouriche,Goodfellas (1990),2020-09-19,0
Murièle Tristan Kocher,The Godfather: Part II (1974),2020-11-27,4
Mohammed Bouriche,"The Good, the Bad and the Ugly (1966)",2020-10-11,2
Exupéry Verdan,Forrest Gump (1994),2021-04-29,2
Manuel Terra,Fight Club (1999),2020-10-07,3
Georges Rami,Inception (2010),2020-12-26,1
Julia Milio,Goodfellas (1990),2020-08-08,0
Raphaël Tristan Kocher,12 Angry Men (1957),2020-11-04,3
Christophe Berclaz,12 Angry Men (1957),2021-05-25,3
Enea Verdan,The Lord of the Rings: The Return of the King (2003),2020-09-17,3
Andrea Gerez,The Godfather: Part II (1974),2020-07-11,4
Nicolas Terra,The Matrix (1999),2021-04-30,2
Corentin Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-09,2
Murièle Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-05,3
Enea Verdan,"The Good, the Bad and the Ugly (1966)",2021-04-19,2
Mouhssine Olsen,Inception (2010),2020-10-13,2
Sélim Stella,The Godfather: Part II (1974),2021-02-21,4
Michelle Zanoun,The Lord of the Rings: The Return of the King (2003),2020-07-19,3
Julia Terra,"The Good, the Bad and the Ugly (1966)",2021-01-21,2
Mélissa Lavanchy,The Shawshank Redemption (1994),2021-03-23,4
Enea Olsen,The Lord of the Rings: The Return of the King (2003),2020-07-13,2
Georges Fragnière,The Godfather: Part II (1974),2020-11-01,3
Mathieu Badillo,Inception (2010),2021-03-05,2
Simon Di Marco,The Dark Knight (2008),2020-12-28,4
Patrick Fragnière,One Flew Over the Cuckoo's Nest (1975),2020-10-25,1
Quentin Mérot,"The Good, the Bad and the Ugly (1966)",2020-10-10,2
Mathieu Mettreaux,The Lord of the Rings: The Return of the King (2003),2020-08-15,2
Quentin Zanoun,Goodfellas (1990),2021-01-15,1
Sélim Verdan,Pulp Fiction (1994),2021-02-14,3
Olivier Berclaz,One Flew Over the Cuckoo's Nest (1975),2020-11-11,0
Antonio La Spada,Schindler's List (1993),2021-01-07,3
Christophe Fragnière,Schindler's List (1993),2020-08-03,3
Antonio Berclaz,"The Good, the Bad and the Ugly (1966)",2021-04-08,3
Ericka Badillo,Pulp Fiction (1994),2021-05-29,3
Andrea Verdan,The Lord of the Rings: The Two Towers (2002),2020-07-14,1
Marie Mutti,The Godfather (1972),2021-03-13,3
Exupéry Dromard,One Flew Over the Cuckoo's Nest (1975),2021-04-28,1
Murièle Rami,Inception (2010),2021-03-29,2
Laurence Dumas,Schindler's List (1993),2020-12-04,3
Ericka Mettreaux,Goodfellas (1990),2021-03-26,1
Georges Andoine,12 Angry Men (1957),2021-05-23,4
Mohammed Gerez,The Shawshank Redemption (1994),2021-01-29,4
Christophe Rossi,The Godfather: Part II (1974),2021-03-28,3
Murièle Franco,The Lord of the Rings: The Return of the King (2003),2021-01-16,2
Laurence Gerez,The Shawshank Redemption (1994),2021-02-17,4
Antonio Milio,The Matrix (1999),2020-09-28,2
Enea Tristan Kocher,The Shawshank Redemption (1994),2021-01-12,4
Corentin Jacquier,The Dark Knight (2008),2021-05-08,4
Olivier Philippe Rouge,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-20,2
Manuel Di Marco,The Shawshank Redemption (1994),2021-03-16,4
Exupéry Dromard,Goodfellas (1990),2021-02-16,1
Nicolas Zanoun,The Lord of the Rings: The Two Towers (2002),2021-05-05,2
Mohammed Zanoun,12 Angry Men (1957),2020-09-01,4
Quentin Olsen,The Godfather (1972),2020-09-26,4
Raphaël Gerez,Goodfellas (1990),2021-02-06,0
Mohammed La Spada,12 Angry Men (1957),2020-10-30,4
Frédéric Jacquier,The Godfather: Part II (1974),2020-10-13,4
Patrick Lavanchy,Schindler's List (1993),2021-03-13,3
Mohammed Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-05-14,3
Ericka Verdan,"The Good, the Bad and the Ugly (1966)",2021-04-16,3
Laurence Mettreaux,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-31,1
Michelle Tristan Kocher,12 Angry Men (1957),2021-06-27,3
Quentin Dumas,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-17,1
Patrick Milio,The Godfather: Part II (1974),2021-05-14,4
Antonio Mutti,The Godfather: Part II (1974),2020-08-18,4
Arthur Rossi,The Lord of the Rings: The Two Towers (2002),2021-05-20,2
Olivier Badillo,The Shawshank Redemption (1994),2021-06-03,5
Julia Lavanchy,Forrest Gump (1994),2020-12-02,2
Manuel Mérot,Seven Samurai (1954),2020-11-24,1
Enea Nicolier,Star Wars: Episode V - The Empire Strikes Back (1980),2021-01-02,2
Olivier Gerez,The Godfather (1972),2021-01-02,4
Sélim Stella,Schindler's List (1993),2020-11-16,4
Patrick Bouriche,The Godfather (1972),2021-05-09,4
Thierry Bouriche,The Shawshank Redemption (1994),2020-07-03,5
Mouhssine Fragnière,The Lord of the Rings: The Fellowship of the Ring (2001),2020-11-17,2
Patrick Terra,Fight Club (1999),2020-11-24,3
Mohammed Dumas,"The Good, the Bad and the Ugly (1966)",2021-04-09,3
Mathieu Dromard,The Godfather: Part II (1974),2020-07-24,4
Laurence La Spada,Pulp Fiction (1994),2021-04-19,3
Yannick Berclaz,Pulp Fiction (1994),2021-05-08,2
Ericka Stella,The Matrix (1999),2021-01-30,2
Sylvain Kairouani,The Matrix (1999),2020-12-23,2
Enea Dumas,The Lord of the Rings: The Return of the King (2003),2021-06-12,2
Julien Dumas,The Lord of the Rings: The Two Towers (2002),2021-04-19,1
Julien Milio,Pulp Fiction (1994),2021-02-01,2
Yannick Terra,The Matrix (1999),2020-08-06,2
Exupéry Stella,The Lord of the Rings: The Return of the King (2003),2021-06-15,3
Sélim Fragnière,"The Good, the Bad and the Ugly (1966)",2021-02-03,2
Yannick Mérot,The Shawshank Redemption (1994),2021-02-27,5
Michelle Kunz,The Shawshank Redemption (1994),2020-09-14,5
Exupéry Montmollin,The Dark Knight (2008),2020-11-29,4
Ericka Gerez,The Lord of the Rings: The Return of the King (2003),2021-03-08,2
Sélim Gerez,The Godfather: Part II (1974),2021-02-15,3
Patrick Tristan Kocher,Goodfellas (1990),2020-09-19,0
Nicolas Olsen,"The Good, the Bad and the Ugly (1966)",2020-11-12,2
Marie Olsen,12 Angry Men (1957),2020-09-04,3
Olivier Philippe Rordorf,Pulp Fiction (1994),2020-12-10,2
Mouhssine Olsen,12 Angry Men (1957),2020-10-19,3
Raphaël Dromard,Seven Samurai (1954),2021-04-15,0
Frédéric Nicolier,Goodfellas (1990),2020-09-01,1
Quentin Badillo,Schindler's List (1993),2021-04-09,3
Olivier Stella,Schindler's List (1993),2020-07-25,3
Antonio Badillo,Seven Samurai (1954),2021-06-06,0
Nicolas Di Marco,Schindler's List (1993),2021-05-17,3
Christophe Kunz,The Lord of the Rings: The Return of the King (2003),2021-01-19,2
Quentin Zanoun,The Shawshank Redemption (1994),2020-11-12,4
Murièle Stella,The Lord of the Rings: The Return of the King (2003),2021-01-03,2
Raphaël Dromard,12 Angry Men (1957),2020-08-12,3
Sélim Badillo,Fight Club (1999),2020-10-01,2
Frédéric Rossi,The Lord of the Rings: The Return of the King (2003),2021-06-14,2
Julia Rordorf,The Lord of the Rings: The Fellowship of the Ring (2001),2020-12-03,3
Ericka Mutti,The Dark Knight (2008),2020-07-05,3
Marie Andoine,The Shawshank Redemption (1994),2020-10-31,4
Frédéric Dumas,Forrest Gump (1994),2021-06-13,1
Arthur Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-12,3
Quentin Kairouani,The Lord of the Rings: The Return of the King (2003),2020-11-16,2
Olivier Mettreaux,The Lord of the Rings: The Return of the King (2003),2020-12-18,2
Mélissa Milio,Forrest Gump (1994),2020-07-24,2
Olivier Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-06,3
Mohammed Dromard,The Lord of the Rings: The Return of the King (2003),2021-02-02,3
Julien Jacquier,The Godfather (1972),2021-04-26,3
Raphaël Montmollin,Star Wars: Episode V - The Empire Strikes Back (1980),2021-05-01,2
Murièle Bouriche,Schindler's List (1993),2020-07-26,4
Simon Gerez,Star Wars: Episode V - The Empire Strikes Back (1980),2021-02-17,2
Julien Badillo,Schindler's List (1993),2020-08-14,4
Mélissa Verdan,12 Angry Men (1957),2021-02-20,4
Laurence Di Marco,Pulp Fiction (1994),2021-06-06,2
Olivier Philippe Rossi,"The Good, the Bad and the Ugly (1966)",2020-07-03,3
Andrea Berclaz,The Shawshank Redemption (1994),2021-05-02,5
Antonio Rossi,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-16,2
Olivier Dromard,The Godfather (1972),2020-11-02,4
Andrea Andoine,The Lord of the Rings: The Two Towers (2002),2021-02-03,2
Andrea La Spada,The Dark Knight (2008),2021-05-19,4
Marie Rossi,Fight Club (1999),2021-06-07,2
Corentin Bouriche,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-04,2
Corentin Mutti,Schindler's List (1993),2020-08-25,4
Marie Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2020-10-12,3
Raphaël Andoine,"The Good, the Bad and the Ugly (1966)",2021-01-31,2
Sélim Verdan,The Godfather: Part II (1974),2021-02-13,3
Nicolas Mutti,"The Good, the Bad and the Ugly (1966)",2021-05-26,2
Laurence Gerez,The Dark Knight (2008),2020-10-19,3
Raphaël Fragnière,The Godfather: Part II (1974),2021-05-07,3
Julia Stella,Schindler's List (1993),2020-10-12,4
Mathieu Montmollin,Inception (2010),2021-03-08,1
Olivier Philippe Franco,12 Angry Men (1957),2021-05-02,3
Mohammed Berclaz,The Shawshank Redemption (1994),2021-02-03,4
Sylvain Fragnière,Forrest Gump (1994),2020-10-08,1
Laurence Mettreaux,Fight Club (1999),2021-02-16,2
Christophe Rordorf,The Shawshank Redemption (1994),2021-01-10,4
Christophe Andoine,12 Angry Men (1957),2021-03-16,3
Marie Kunz,The Matrix (1999),2021-01-24,1
Antonio Andoine,Forrest Gump (1994),2020-12-04,1
Sélim Badillo,The Lord of the Rings: The Two Towers (2002),2021-05-11,2
Sylvain Jacquier,The Matrix (1999),2021-05-03,1
Simon Tristan Kocher,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-01,2
Mouhssine Mérot,The Dark Knight (2008),2021-05-02,3
Mohammed Rouge,The Godfather (1972),2020-07-08,3
Raphaël Jacquier,Forrest Gump (1994),2021-06-09,2
Exupéry La Spada,Forrest Gump (1994),2021-01-08,2
Frédéric La Spada,The Godfather: Part II (1974),2020-11-28,4
Andrea Milio,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-27,2
Quentin Badillo,The Matrix (1999),2021-05-04,1
Olivier Philippe Mettreaux,Fight Club (1999),2021-05-11,2
Julia Rami,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-17,3
Murièle Zanoun,Goodfellas (1990),2021-04-10,1
Antonio Rossi,Forrest Gump (1994),2021-01-01,1
Marie Kairouani,Schindler's List (1993),2021-03-16,3
Julien Verdan,The Lord of the Rings: The Return of the King (2003),2020-08-08,2
Christophe Zanoun,Pulp Fiction (1994),2020-08-11,2
Mathieu Terra,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-19,2
Thierry Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-04,2
Mohammed Gerez,The Lord of the Rings: The Return of the King (2003),2020-12-27,3
Mouhssine Mettreaux,12 Angry Men (1957),2020-11-04,4
Corentin Montmollin,Forrest Gump (1994),2020-09-28,1
Arthur Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-10,3
Frédéric Montmollin,Fight Club (1999),2021-05-21,2
Thierry Gerez,Fight Club (1999),2021-04-15,3
Ericka Badillo,The Shawshank Redemption (1994),2020-08-15,4
Antonio Nicolier,Fight Club (1999),2021-01-04,3
Murièle Rordorf,Schindler's List (1993),2021-03-31,4
Patrick Tristan Kocher,The Lord of the Rings: The Return of the King (2003),2021-04-30,3
Thierry Rossi,12 Angry Men (1957),2020-07-01,3
Thierry Mutti,Schindler's List (1993),2021-05-20,4
Julia Milio,The Lord of the Rings: The Return of the King (2003),2020-09-09,3
Mathieu Kunz,Fight Club (1999),2020-12-14,3
Thierry Fragnière,"The Good, the Bad and the Ugly (1966)",2021-05-27,2
Manuel Rami,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-04,2
Corentin Tristan Kocher,The Lord of the Rings: The Return of the King (2003),2021-02-04,3
Sélim Mutti,Schindler's List (1993),2020-10-16,4
Mouhssine La Spada,The Godfather (1972),2020-10-29,4
Yannick Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-04-07,3
Sylvain Olsen,Forrest Gump (1994),2021-04-29,1
Christophe Terra,The Godfather: Part II (1974),2020-08-27,3
Yannick Rossi,Inception (2010),2021-01-25,2
Quentin Kairouani,Forrest Gump (1994),2021-05-06,1
Mohammed Dumas,Schindler's List (1993),2021-04-07,4
Sylvain Rossi,Goodfellas (1990),2020-09-25,0
Frédéric Rordorf,Schindler's List (1993),2021-05-05,3
Patrick Tristan Kocher,The Godfather: Part II (1974),2020-11-28,4
Thierry Nicolier,The Lord of the Rings: The Return of the King (2003),2021-03-22,3
Quentin La Spada,Schindler's List (1993),2020-12-03,3
Laurence Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2020-09-12,3
Ericka Rossi,One Flew Over the Cuckoo's Nest (1975),2020-08-21,1
Michelle Kairouani,Fight Club (1999),2021-03-03,3
Mathieu Rossi,The Godfather (1972),2021-02-28,3
Michelle Mérot,The Shawshank Redemption (1994),2021-04-10,5
Thierry Milio,12 Angry Men (1957),2020-09-08,4
Manuel Mérot,The Lord of the Rings: The Return of the King (2003),2020-11-07,2
Thierry Gerez,The Shawshank Redemption (1994),2021-05-11,5
Olivier Philippe Di Marco,Schindler's List (1993),2020-11-17,4
Andrea Fragnière,The Dark Knight (2008),2021-06-22,3
Laurence Andoine,12 Angry Men (1957),2021-03-30,4
Olivier Philippe Terra,The Godfather: Part II (1974),2020-09-28,3
Mathieu Kairouani,12 Angry Men (1957),2021-04-09,3
Sylvain Tristan Kocher,Schindler's List (1993),2021-03-21,4
Marie Rami,The Lord of the Rings: The Return of the King (2003),2020-07-13,2
Simon Kunz,The Matrix (1999),2020-08-30,1
Raphaël Mutti,The Lord of the Rings: The Return of the King (2003),2021-02-12,2
Murièle Pravaz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-14,3
Patrick Rossi,12 Angry Men (1957),2020-07-16,3
Patrick Andoine,Goodfellas (1990),2020-12-03,1
Antonio Rouge,"The Good, the Bad and the Ugly (1966)",2021-01-20,3
Sylvain Verdan,Forrest Gump (1994),2021-06-02,2
Frédéric Mérot,The Dark Knight (2008),2020-08-04,4
Exupéry Lavanchy,Seven Samurai (1954),2020-07-24,0
Mouhssine Dumas,Seven Samurai (1954),2021-01-08,1
Manuel Kairouani,The Lord of the Rings: The Fellowship of the Ring (2001),2020-10-12,3
Mathieu Milio,The Godfather (1972),2020-09-15,3
Julien Mettreaux,The Godfather: Part II (1974),2020-12-06,4
Thierry Pravaz,Fight Club (1999),2020-10-15,3
Patrick Berclaz,The Godfather: Part II (1974),2021-04-16,4
Sélim Mettreaux,The Lord of the Rings: The Fellowship of the Ring (2001),2021-06-16,2
Simon Andoine,Seven Samurai (1954),2020-09-16,0
Murièle Franco,"The Good, the Bad and the Ugly (1966)",2020-10-28,2
Mohammed Lavanchy,Inception (2010),2021-05-30,2
Quentin Rordorf,The Lord of the Rings: The Two Towers (2002),2020-08-20,2
Frédéric Kairouani,The Matrix (1999),2021-05-23,2
Corentin Rossi,The Godfather: Part II (1974),2020-11-08,3
Mélissa Stella,Forrest Gump (1994),2021-02-14,1
Yannick Pravaz,The Shawshank Redemption (1994),2020-10-24,4
Arthur Dumas,"The Good, the Bad and the Ugly (1966)",2020-12-08,3
Murièle Rordorf,12 Angry Men (1957),2021-02-04,3
Christophe Rordorf,Fight Club (1999),2021-05-27,3
Mohammed Bouriche,The Matrix (1999),2020-10-27,1
Nicolas Mettreaux,The Lord of the Rings: The Two Towers (2002),2020-07-09,1
Julien Berclaz,Forrest Gump (1994),2021-04-26,1
Enea Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-03,1
Marie Tristan Kocher,12 Angry Men (1957),2021-03-18,3
Olivier Philippe Mutti,12 Angry Men (1957),2020-10-01,4
Olivier Rossi,Fight Club (1999),2020-09-22,2
Ericka Zanoun,"The Good, the Bad and the Ugly (1966)",2020-12-16,2
Thierry Lavanchy,One Flew Over the Cuckoo's Nest (1975),2020-08-09,0
Antonio Di Marco,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-21,3
Frédéric Rami,Schindler's List (1993),2020-12-22,4
Georges Olsen,Forrest Gump (1994),2020-08-06,1
Thierry La Spada,Fight Club (1999),2021-03-14,2
Thierry Di Marco,Fight Club (1999),2021-05-16,2
Sélim Gerez,Schindler's List (1993),2021-06-02,4
Andrea Rossi,The Lord of the Rings: The Return of the King (2003),2021-06-18,2
Manuel Di Marco,The Godfather (1972),2020-09-13,3
Mohammed Rami,Inception (2010),2021-05-01,1
Sélim Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2021-04-21,2
Mouhssine Verdan,The Shawshank Redemption (1994),2020-12-30,5
Antonio Mutti,Pulp Fiction (1994),2020-12-29,3
Mouhssine Dumas,The Godfather: Part II (1974),2021-01-03,3
Thierry Mutti,The Shawshank Redemption (1994),2020-11-22,4
Manuel Andoine,Forrest Gump (1994),2021-06-06,2
Patrick Mettreaux,Pulp Fiction (1994),2020-10-25,2
Manuel Kunz,The Lord of the Rings: The Two Towers (2002),2021-01-26,2
Olivier Philippe Milio,The Dark Knight (2008),2020-10-21,3
Simon Tristan Kocher,12 Angry Men (1957),2020-08-01,4
Mélissa Badillo,12 Angry Men (1957),2021-03-07,3
Yannick Rossi,Fight Club (1999),2020-09-17,2
Yannick Stella,The Dark Knight (2008),2020-12-06,4
Yannick Berclaz,"The Good, the Bad and the Ugly (1966)",2021-04-01,3
Sélim Fragnière,Inception (2010),2021-06-25,2
Mathieu Fragnière,"The Good, the Bad and the Ugly (1966)",2021-04-16,2
Julien Milio,The Godfather (1972),2020-12-14,3
Christophe Badillo,The Godfather (1972),2020-09-05,3
Patrick Verdan,The Dark Knight (2008),2020-10-27,4
Michelle Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-23,2
Christophe Zanoun,Fight Club (1999),2020-07-08,3
Nicolas Terra,The Lord of the Rings: The Two Towers (2002),2021-04-25,2
Yannick Mettreaux,Fight Club (1999),2021-05-07,2
Manuel Dumas,Pulp Fiction (1994),2020-09-19,2
Mouhssine Franco,Goodfellas (1990),2021-06-02,1
Mohammed Terra,Pulp Fiction (1994),2020-11-06,3
Marie Andoine,The Lord of the Rings: The Two Towers (2002),2021-04-01,1
Andrea Dumas,One Flew Over the Cuckoo's Nest (1975),2020-12-06,0
Olivier Philippe Kunz,The Shawshank Redemption (1994),2021-02-04,4
Simon Berclaz,Inception (2010),2021-03-01,2
Olivier Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-27,3
Thierry Montmollin,The Shawshank Redemption (1994),2021-04-28,4
Andrea Rami,The Lord of the Rings: The Two Towers (2002),2020-08-25,2
Yannick Tristan Kocher,12 Angry Men (1957),2021-03-09,4
Murièle Rouge,12 Angry Men (1957),2021-02-24,4
Mathieu Rouge,Inception (2010),2020-12-18,2
Sélim Milio,The Lord of the Rings: The Return of the King (2003),2021-05-31,3
Raphaël Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-12,1
Yannick Rami,The Matrix (1999),2021-04-14,1
Manuel Pravaz,One Flew Over the Cuckoo's Nest (1975),2021-06-20,0
Christophe Andoine,The Shawshank Redemption (1994),2021-04-05,5
Raphaël Bouriche,"The Good, the Bad and the Ugly (1966)",2020-08-16,2
Arthur Badillo,Schindler's List (1993),2020-12-26,3
Mélissa Gerez,"The Good, the Bad and the Ugly (1966)",2020-10-13,3
Michelle Jacquier,Inception (2010),2020-07-12,1
Christophe Kunz,The Lord of the Rings: The Two Towers (2002),2020-08-02,1
Patrick Bouriche,The Matrix (1999),2021-05-06,1
Julien Mérot,Star Wars: Episode V - The Empire Strikes Back (1980),2020-11-25,2
Andrea Olsen,The Matrix (1999),2020-07-21,1
Nicolas Mutti,Goodfellas (1990),2020-10-09,0
Laurence Olsen,The Godfather (1972),2021-01-18,3
Nicolas Pravaz,Pulp Fiction (1994),2020-07-17,2
Raphaël Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2021-03-01,2
Olivier Philippe Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2020-07-31,3
Murièle Rouge,The Lord of the Rings: The Two Towers (2002),2020-11-23,2
Mohammed Zanoun,Forrest Gump (1994),2020-12-19,2
Yannick Olsen,Inception (2010),2020-08-16,1
Corentin Rami,12 Angry Men (1957),2020-11-26,3
Andrea Olsen,Goodfellas (1990),2020-07-20,0
Frédéric Rami,Fight Club (1999),2021-01-01,3
Andrea La Spada,12 Angry Men (1957),2021-05-28,3
Antonio Pravaz,"The Good, the Bad and the Ugly (1966)",2020-10-02,3
Thierry Tristan Kocher,Fight Club (1999),2020-11-16,2
Thierry Franco,Fight Club (1999),2020-08-25,2
Thierry Zanoun,The Matrix (1999),2020-10-16,1
Julia Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2020-12-12,1
Julia La Spada,Fight Club (1999),2021-02-02,2
Mohammed Mérot,Schindler's List (1993),2021-06-01,3
Andrea Kunz,One Flew Over the Cuckoo's Nest (1975),2021-03-16,1
Antonio Olsen,The Lord of the Rings: The Fellowship of the Ring (2001),2020-08-05,3
Julia Badillo,The Godfather (1972),2021-04-21,4
Sylvain Rouge,The Shawshank Redemption (1994),2020-08-03,5
Sélim Dromard,The Lord of the Rings: The Two Towers (2002),2021-04-14,2
Patrick Mutti,Schindler's List (1993),2021-02-05,4
Antonio Rossi,Schindler's List (1993),2020-12-22,3
Andrea Nicolier,The Shawshank Redemption (1994),2020-12-02,5
Sylvain Badillo,The Godfather (1972),2020-11-30,4
Georges Terra,The Godfather (1972),2021-05-06,4
Christophe Berclaz,The Godfather: Part II (1974),2020-10-19,4
Antonio Rami,Schindler's List (1993),2021-05-12,4
Manuel Lavanchy,The Lord of the Rings: The Two Towers (2002),2021-06-01,1
Mouhssine Rouge,The Matrix (1999),2021-03-31,2
Patrick La Spada,The Shawshank Redemption (1994),2020-09-10,4
Thierry Badillo,The Dark Knight (2008),2021-03-02,3
Georges Gerez,Pulp Fiction (1994),2020-12-06,3
Andrea Pravaz,Inception (2010),2020-10-15,2
Arthur Jacquier,The Dark Knight (2008),2020-10-05,4
Marie Dromard,Inception (2010),2021-06-25,2
Georges Jacquier,The Godfather (1972),2021-02-28,3
Marie Terra,Schindler's List (1993),2020-07-03,3
Corentin Milio,Forrest Gump (1994),2021-03-04,1
Julien La Spada,Goodfellas (1990),2021-04-25,1
Christophe Tristan Kocher,The Shawshank Redemption (1994),2021-04-12,5
Mouhssine Verdan,Forrest Gump (1994),2021-06-07,1
Mathieu La Spada,Star Wars: Episode V - The Empire Strikes Back (1980),2021-05-03,1
Quentin Zanoun,The Lord of the Rings: The Return of the King (2003),2021-02-22,3
Mélissa Olsen,"The Good, the Bad and the Ugly (1966)",2021-03-07,3
Julia Montmollin,12 Angry Men (1957),2020-11-11,3
Arthur Badillo,The Matrix (1999),2020-11-22,1
Exupéry Stella,Seven Samurai (1954),2020-10-27,1
Raphaël La Spada,Forrest Gump (1994),2021-05-01,1
Arthur Dromard,Forrest Gump (1994),2020-12-03,2
Mohammed Stella,Fight Club (1999),2020-09-22,3
Marie Milio,Forrest Gump (1994),2020-08-30,1
Thierry Mettreaux,The Lord of the Rings: The Two Towers (2002),2020-07-24,2
Nicolas Kairouani,The Godfather: Part II (1974),2020-12-21,4
Arthur Dromard,Fight Club (1999),2021-05-31,2
Antonio Milio,The Dark Knight (2008),2020-12-09,4
Manuel Gerez,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-18,2
Raphaël Dromard,Fight Club (1999),2020-11-19,3
Exupéry Fragnière,Inception (2010),2021-03-17,2
Nicolas Dromard,The Dark Knight (2008),2021-01-22,4
Murièle Mettreaux,Pulp Fiction (1994),2020-07-10,3
Arthur Franco,Fight Club (1999),2021-01-21,3
Christophe Olsen,Pulp Fiction (1994),2020-12-18,3
Patrick Milio,Pulp Fiction (1994),2021-05-09,2
Murièle Berclaz,Fight Club (1999),2021-04-19,3
Mélissa Jacquier,The Dark Knight (2008),2021-02-15,3
Michelle Franco,The Lord of the Rings: The Return of the King (2003),2021-03-21,3
Sylvain Stella,Pulp Fiction (1994),2021-01-13,2
Patrick La Spada,The Lord of the Rings: The Two Towers (2002),2021-05-23,2
Mélissa Kairouani,The Godfather: Part II (1974),2020-12-23,4
Mouhssine Zanoun,Fight Club (1999),2021-03-26,2
Simon Lavanchy,Goodfellas (1990),2020-12-03,1
Mohammed Pravaz,Pulp Fiction (1994),2020-10-24,2
Andrea Di Marco,Inception (2010),2021-04-17,2
Murièle Pravaz,12 Angry Men (1957),2020-11-12,4
Nicolas La Spada,The Lord of the Rings: The Return of the King (2003),2021-05-26,2
Nicolas Andoine,12 Angry Men (1957),2020-12-27,4
Marie Mérot,The Godfather: Part II (1974),2021-03-17,4
Sélim Rordorf,12 Angry Men (1957),2021-06-23,3
Mathieu Rami,Star Wars: Episode V - The Empire Strikes Back (1980),2021-03-23,1
Thierry Rossi,The Shawshank Redemption (1994),2021-05-23,4
Corentin Mettreaux,Pulp Fiction (1994),2021-04-07,3
Ericka Pravaz,"The Good, the Bad and the Ugly (1966)",2021-04-04,3
Arthur Rossi,The Lord of the Rings: The Return of the King (2003),2020-11-22,3
