name,movie,date,rating
Laurence Dromard,The Shawshank Redemption (1994),2022-02-19,5
Michelle Bouriche,The Dark Knight (2008),2022-02-27,4
Frédéric Dumas,The Shawshank Redemption (1994),2021-09-22,5
Raphaël Jacquier,The Lord of the Rings: The Two Towers (2002),2022-03-20,1
Ericka Andoine,The Godfather: Part II (1974),2021-08-17,4
Simon Mettreaux,The Shawshank Redemption (1994),2021-10-24,4
Michelle Mettreaux,Forrest Gump (1994),2022-04-06,1
Julia Fragnière,Forrest Gump (1994),2022-02-10,1
Patrick Nicolier,"The Good, the Bad and the Ugly (1966)",2022-05-14,2
Mélissa Dumas,The Shawshank Redemption (1994),2021-07-19,4
Sélim Milio,One Flew Over the Cuckoo's Nest (1975),2021-12-03,1
Murièle Andoine,Inception (2010),2022-02-10,1
Michelle Terra,The Lord of the Rings: The Two Towers (2002),2022-03-15,2
Michelle Mettreaux,The Lord of the Rings: The Return of the King (2003),2021-12-07,2
Julia Gerez,The Godfather: Part II (1974),2021-10-01,3
Marie Montmollin,Schindler's List (1993),2022-02-28,3
Laurence Terra,The Lord of the Rings: The Fellowship of the Ring (2001),2022-05-03,3
Quentin Fragnière,Inception (2010),2022-01-20,1
Mohammed Stella,Pulp Fiction (1994),2022-06-07,3
Julia Gerez,The Lord of the Rings: The Return of the King (2003),2021-12-18,2
Raphaël Lavanchy,Fight Club (1999),2022-06-12,2
Yannick Verdan,One Flew Over the Cuckoo's Nest (1975),2021-07-19,1
Manuel Di Marco,12 Angry Men (1957),2022-02-28,4
Georges Kairouani,Fight Club (1999),2022-05-17,3
Georges Mérot,The Lord of the Rings: The Return of the King (2003),2021-12-21,3
Ericka Nicolier,The Godfather: Part II (1974),2021-09-04,4
Mouhssine Gerez,The Godfather (1972),2021-09-01,4
Sylvain Zanoun,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-07,1
Arthur Tristan Kocher,The Dark Knight (2008),2022-03-17,4
Ericka Olsen,12 Angry Men (1957),2021-12-27,4
Marie Milio,The Godfather (1972),2021-10-08,3
Sélim Rami,Fight Club (1999),2021-06-25,2
Laurence Bouriche,Seven Samurai (1954),2022-01-08,0
Georges Nicolier,Pulp Fiction (1994),2022-06-10,3
Nicolas Stella,The Godfather: Part II (1974),2022-04-05,4
Georges Badillo,The Dark Knight (2008),2022-04-24,4
Mouhssine Montmollin,Inception (2010),2022-04-05,1
Manuel Rordorf,The Godfather (1972),2022-03-02,3
Murièle Rami,"The Good, the Bad and the Ugly (1966)",2022-02-09,2
Quentin Rordorf,The Lord of the Rings: The Two Towers (2002),2022-05-25,1
Georges Dumas,Forrest Gump (1994),2021-08-16,2
Olivier Badillo,12 Angry Men (1957),2021-10-08,4
Manuel Fragnière,The Godfather: Part II (1974),2021-10-06,3
Quentin Rossi,The Godfather: Part II (1974),2021-12-08,4
Olivier Di Marco,Schindler's List (1993),2022-01-08,4
Olivier Philippe Franco,The Shawshank Redemption (1994),2022-06-15,4
Simon Rouge,"The Good, the Bad and the Ugly (1966)",2022-01-15,2
Nicolas Mettreaux,The Lord of the Rings: The Fellowship of the Ring (2001),2022-06-16,2
Patrick Franco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-10-31,2
Sylvain La Spada,The Lord of the Rings: The Fellowship of the Ring (2001),2021-12-29,2
Nicolas Gerez,The Matrix (1999),2021-06-20,1
Patrick Fragnière,One Flew Over the Cuckoo's Nest (1975),2021-11-02,1
Laurence Kunz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-10-11,2
Corentin Rossi,12 Angry Men (1957),2022-02-05,3
Mathieu Olsen,Inception (2010),2021-07-08,2
Olivier Gerez,Pulp Fiction (1994),2021-09-28,3
Laurence Montmollin,The Lord of the Rings: The Return of the King (2003),2022-02-16,3
Murièle Stella,"The Good, the Bad and the Ugly (1966)",2022-06-17,2
Georges Pravaz,Seven Samurai (1954),2021-09-21,1
Frédéric Terra,Schindler's List (1993),2022-02-10,4
Andrea Andoine,The Matrix (1999),2021-12-10,1
Murièle Kunz,Schindler's List (1993),2021-11-04,3
Frédéric Olsen,Star Wars: Episode V - The Empire Strikes Back (1980),2021-06-26,1
Exupéry La Spada,Pulp Fiction (1994),2021-12-30,2
Raphaël Lavanchy,"The Good, the Bad and the Ugly (1966)",2021-06-25,2
Raphaël Pravaz,"The Good, the Bad and the Ugly (1966)",2022-01-27,2
Yannick Kairouani,Pulp Fiction (1994),2022-04-05,3
Mohammed Mérot,The Lord of the Rings: The Return of the King (2003),2021-06-25,3
Mathieu Mutti,The Lord of the Rings: The Two Towers (2002),2021-10-21,2
Julia Mutti,The Godfather: Part II (1974),2021-10-01,4
Thierry Kairouani,The Lord of the Rings: The Return of the King (2003),2022-05-02,2
Marie Gerez,The Shawshank Redemption (1994),2021-08-25,5
Sélim Olsen,The Matrix (1999),2022-01-18,1
Mélissa Milio,Seven Samurai (1954),2021-08-17,1
Sylvain Verdan,The Lord of the Rings: The Two Towers (2002),2022-03-22,2
Exupéry Kairouani,Seven Samurai (1954),2022-03-30,0
Christophe Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-22,2
Nicolas Kairouani,The Godfather: Part II (1974),2022-02-26,4
Thierry Franco,The Godfather (1972),2022-02-19,3
Julia Rordorf,Pulp Fiction (1994),2021-07-17,3
Christophe Andoine,12 Angry Men (1957),2022-01-20,3
Mathieu Kunz,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-12,3
Andrea Badillo,The Godfather (1972),2022-03-21,3
Enea Kairouani,12 Angry Men (1957),2021-10-26,3
Patrick Fragnière,"The Good, the Bad and the Ugly (1966)",2022-02-01,3
Mélissa Milio,"The Good, the Bad and the Ugly (1966)",2021-09-29,2
Corentin Rami,"The Good, the Bad and the Ugly (1966)",2022-06-06,2
Murièle Bouriche,Fight Club (1999),2021-10-10,3
Mathieu Verdan,The Shawshank Redemption (1994),2022-01-19,5
Patrick Andoine,The Lord of the Rings: The Return of the King (2003),2021-08-20,2
Olivier Nicolier,12 Angry Men (1957),2021-11-25,4
Olivier Philippe Nicolier,The Lord of the Rings: The Two Towers (2002),2022-05-31,1
Ericka Mutti,Schindler's List (1993),2021-10-02,4
Murièle Rossi,The Dark Knight (2008),2022-02-07,3
Exupéry Mutti,Forrest Gump (1994),2022-03-05,2
Yannick Nicolier,Seven Samurai (1954),2022-05-07,0
Quentin Rouge,One Flew Over the Cuckoo's Nest (1975),2022-05-29,1
Thierry Kairouani,The Shawshank Redemption (1994),2021-10-10,4
Julien Di Marco,The Shawshank Redemption (1994),2022-04-02,4
Mouhssine Tristan Kocher,Seven Samurai (1954),2021-12-08,1
Frédéric Di Marco,12 Angry Men (1957),2022-06-12,4
Mouhssine Terra,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-10,1
Nicolas Gerez,Star Wars: Episode V - The Empire Strikes Back (1980),2022-04-21,2
Nicolas Stella,Forrest Gump (1994),2021-09-25,2
Marie Badillo,"The Good, the Bad and the Ugly (1966)",2022-03-27,3
Patrick Lavanchy,The Lord of the Rings: The Two Towers (2002),2022-04-25,1
Sylvain Kairouani,12 Angry Men (1957),2021-07-09,3
Enea Terra,The Godfather (1972),2022-01-14,3
Sylvain Dumas,The Godfather (1972),2022-05-22,4
Antonio Di Marco,"The Good, the Bad and the Ugly (1966)",2021-07-05,3
Mohammed Stella,The Dark Knight (2008),2022-04-10,4
Thierry Rossi,"The Good, the Bad and the Ugly (1966)",2022-05-24,3
Olivier Terra,The Shawshank Redemption (1994),2021-11-29,5
Olivier Mettreaux,12 Angry Men (1957),2022-06-08,3
Exupéry Jacquier,The Shawshank Redemption (1994),2021-07-13,4
Yannick Lavanchy,Schindler's List (1993),2021-08-31,3
Sylvain Mettreaux,The Dark Knight (2008),2021-12-06,4
Corentin Nicolier,Fight Club (1999),2021-10-23,3
Julia Stella,Fight Club (1999),2022-03-18,3
Sylvain Gerez,The Shawshank Redemption (1994),2021-06-27,5
Ericka Stella,The Shawshank Redemption (1994),2021-12-06,5
Murièle Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-11,3
Nicolas Stella,The Lord of the Rings: The Fellowship of the Ring (2001),2022-05-23,2
Frédéric Kairouani,The Lord of the Rings: The Return of the King (2003),2021-10-12,3
Thierry Kunz,One Flew Over the Cuckoo's Nest (1975),2022-04-17,1
Exupéry Stella,Star Wars: Episode V - The Empire Strikes Back (1980),2022-02-15,1
Enea Franco,One Flew Over the Cuckoo's Nest (1975),2022-02-14,0
Arthur Gerez,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-04,2
Sélim Fragnière,12 Angry Men (1957),2021-06-29,4
Olivier Rordorf,The Lord of the Rings: The Two Towers (2002),2021-07-13,1
Corentin Terra,Fight Club (1999),2021-09-17,2
Sylvain Rami,Seven (1995),2021-12-28,1
Mélissa Montmollin,The Lord of the Rings: The Two Towers (2002),2022-06-05,1
Raphaël Montmollin,12 Angry Men (1957),2022-05-17,4
Christophe Montmollin,One Flew Over the Cuckoo's Nest (1975),2022-04-05,1
Olivier Badillo,The Godfather: Part II (1974),2021-11-08,4
Enea Mérot,One Flew Over the Cuckoo's Nest (1975),2022-03-29,1
Quentin Dromard,Schindler's List (1993),2022-04-02,4
Raphaël Berclaz,Goodfellas (1990),2021-12-18,1
Thierry Dromard,The Lord of the Rings: The Return of the King (2003),2022-03-24,3
Georges Mérot,The Godfather: Part II (1974),2021-12-10,4
Christophe Fragnière,The Shawshank Redemption (1994),2021-12-30,5
Andrea Kunz,12 Angry Men (1957),2022-03-19,3
Simon Gerez,The Dark Knight (2008),2021-11-11,4
Raphaël Badillo,The Godfather (1972),2021-09-15,3
Exupéry Mutti,The Dark Knight (2008),2022-01-13,3
Ericka Jacquier,Inception (2010),2022-01-05,1
Antonio Kairouani,The Lord of the Rings: The Two Towers (2002),2022-04-16,2
Nicolas Nicolier,Fight Club (1999),2021-10-09,2
Simon Mérot,Inception (2010),2022-05-02,2
Sélim Rossi,"The Good, the Bad and the Ugly (1966)",2021-11-29,3
Antonio Rordorf,Pulp Fiction (1994),2021-11-16,2
Exupéry Nicolier,Forrest Gump (1994),2021-07-19,1
Ericka Lavanchy,"The Good, the Bad and the Ugly (1966)",2021-07-01,2
Michelle La Spada,The Godfather (1972),2021-07-11,4
Exupéry Gerez,12 Angry Men (1957),2022-03-24,3
Corentin La Spada,Pulp Fiction (1994),2021-11-14,2
Andrea Andoine,12 Angry Men (1957),2021-10-03,4
Mélissa Kairouani,The Godfather (1972),2021-08-23,4
Simon Rouge,Inception (2010),2021-11-26,2
Nicolas Gerez,Schindler's List (1993),2022-01-19,4
Olivier La Spada,The Godfather (1972),2022-01-04,4
Andrea La Spada,Schindler's List (1993),2022-01-26,3
Mohammed Rossi,The Godfather (1972),2022-05-25,4
Laurence Rordorf,Pulp Fiction (1994),2021-09-15,2
Ericka Jacquier,The Matrix (1999),2022-04-20,1
Julien Rouge,The Shawshank Redemption (1994),2021-07-06,5
Simon Milio,Forrest Gump (1994),2021-11-08,2
Manuel Zanoun,Goodfellas (1990),2022-01-21,1
Exupéry Verdan,Seven Samurai (1954),2021-08-17,0
Mohammed Nicolier,The Godfather (1972),2021-11-20,3
Nicolas Lavanchy,Schindler's List (1993),2021-12-05,4
Manuel Andoine,The Dark Knight (2008),2021-08-24,4
Yannick Franco,Fight Club (1999),2021-08-20,3
Antonio Badillo,The Lord of the Rings: The Two Towers (2002),2021-11-10,1
Christophe Berclaz,The Matrix (1999),2021-07-14,1
Michelle Rouge,"The Good, the Bad and the Ugly (1966)",2021-08-20,2
Arthur Nicolier,Schindler's List (1993),2021-08-13,3
Thierry Pravaz,The Matrix (1999),2022-02-17,2
Mathieu Lavanchy,The Godfather (1972),2021-11-08,3
Mélissa Rordorf,Schindler's List (1993),2022-06-14,4
Manuel Berclaz,The Godfather: Part II (1974),2021-11-03,3
Manuel Jacquier,The Godfather: Part II (1974),2021-12-04,4
Simon Milio,The Lord of the Rings: The Return of the King (2003),2021-11-13,3
Christophe Badillo,Inception (2010),2021-08-26,2
Manuel Berclaz,The Godfather (1972),2022-03-01,4
Exupéry Montmollin,The Lord of the Rings: The Return of the King (2003),2021-08-04,3
Enea Jacquier,The Godfather: Part II (1974),2021-07-31,4
Marie Montmollin,The Godfather: Part II (1974),2021-08-04,4
Marie Rordorf,12 Angry Men (1957),2021-08-21,3
Raphaël Terra,The Dark Knight (2008),2022-04-07,3
Michelle Stella,The Godfather: Part II (1974),2022-01-18,3
Julien Terra,Schindler's List (1993),2022-05-11,4
Manuel Berclaz,Forrest Gump (1994),2021-11-19,2
Patrick Nicolier,The Lord of the Rings: The Two Towers (2002),2022-04-16,1
Mouhssine Mérot,The Godfather (1972),2021-08-21,3
Sélim Stella,One Flew Over the Cuckoo's Nest (1975),2021-08-06,1
Julia Pravaz,Schindler's List (1993),2021-10-01,3
Olivier Dumas,Pulp Fiction (1994),2022-06-08,2
Georges Zanoun,The Lord of the Rings: The Two Towers (2002),2022-01-07,2
Andrea Jacquier,The Godfather (1972),2021-09-03,4
Patrick Kunz,The Dark Knight (2008),2022-05-14,4
Julien Andoine,Fight Club (1999),2022-01-28,3
Patrick Montmollin,Schindler's List (1993),2022-03-04,4
Ericka Pravaz,The Godfather (1972),2021-11-28,3
Raphaël Montmollin,The Godfather (1972),2021-10-24,3
Marie Tristan Kocher,The Lord of the Rings: The Return of the King (2003),2022-05-22,2
Nicolas Lavanchy,Forrest Gump (1994),2021-08-05,1
Corentin Fragnière,The Lord of the Rings: The Return of the King (2003),2022-03-13,2
Mouhssine Mutti,Fight Club (1999),2021-09-25,3
Marie Rordorf,The Godfather (1972),2022-01-23,4
Murièle Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-06,2
Quentin Mutti,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-29,2
Olivier Rordorf,Inception (2010),2021-07-13,2
Mouhssine Terra,Forrest Gump (1994),2022-02-23,2
Laurence Milio,One Flew Over the Cuckoo's Nest (1975),2021-11-27,0
Julien Kunz,The Dark Knight (2008),2022-02-27,4
Murièle Tristan Kocher,Goodfellas (1990),2021-08-11,1
Ericka Dromard,Goodfellas (1990),2022-05-17,0
Julia Pravaz,The Dark Knight (2008),2022-03-24,4
Thierry Bouriche,One Flew Over the Cuckoo's Nest (1975),2022-03-22,0
Julien Olsen,Inception (2010),2022-02-15,1
Marie Pravaz,"The Good, the Bad and the Ugly (1966)",2021-07-11,2
Yannick Terra,The Godfather: Part II (1974),2022-05-07,4
Andrea Berclaz,The Lord of the Rings: The Fellowship of the Ring (2001),2022-04-11,3
Antonio Rordorf,"The Good, the Bad and the Ugly (1966)",2022-04-24,3
Olivier Philippe Pravaz,Star Wars: Episode V - The Empire Strikes Back (1980),2022-06-17,2
Laurence Tristan Kocher,The Shawshank Redemption (1994),2022-04-09,5
Sélim Badillo,12 Angry Men (1957),2022-04-18,4
Exupéry Badillo,The Shawshank Redemption (1994),2021-11-07,4
Laurence Fragnière,12 Angry Men (1957),2021-12-21,4
Christophe Gerez,The Godfather (1972),2021-10-23,3
Mouhssine Verdan,Inception (2010),2021-08-16,1
Exupéry Di Marco,Forrest Gump (1994),2022-04-06,2
Olivier Berclaz,"The Good, the Bad and the Ugly (1966)",2021-12-22,3
Mélissa La Spada,12 Angry Men (1957),2021-10-17,4
Murièle Milio,The Lord of the Rings: The Two Towers (2002),2021-07-27,2
Murièle Rouge,Schindler's List (1993),2022-01-21,3
Olivier Philippe Zanoun,The Dark Knight (2008),2022-06-01,3
Marie Milio,The Shawshank Redemption (1994),2022-06-04,4
Yannick Bouriche,"The Good, the Bad and the Ugly (1966)",2022-02-21,2
Arthur Rami,Inception (2010),2021-09-10,1
Andrea Mérot,The Lord of the Rings: The Fellowship of the Ring (2001),2022-01-29,2
Christophe Dumas,Schindler's List (1993),2021-09-20,3
Mouhssine Kairouani,Forrest Gump (1994),2021-10-11,2
Enea Bouriche,Forrest Gump (1994),2022-05-12,2
Murièle Rouge,Pulp Fiction (1994),2022-05-14,2
Ericka Gerez,The Shawshank Redemption (1994),2022-04-08,4
Corentin Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-08,2
Olivier Rordorf,12 Angry Men (1957),2022-05-09,3
Nicolas Nicolier,Inception (2010),2021-07-06,1
Yannick Di Marco,Forrest Gump (1994),2021-07-01,1
Michelle Montmollin,"The Good, the Bad and the Ugly (1966)",2021-09-22,3
Patrick Montmollin,Seven Samurai (1954),2022-06-09,0
Murièle Berclaz,"The Good, the Bad and the Ugly (1966)",2021-07-06,2
Manuel Lavanchy,"The Good, the Bad and the Ugly (1966)",2022-04-26,2
Olivier Philippe La Spada,Fight Club (1999),2022-05-27,3
Thierry Montmollin,The Lord of the Rings: The Fellowship of the Ring (2001),2022-05-15,2
Michelle Berclaz,Pulp Fiction (1994),2021-08-25,2
Quentin Jacquier,The Godfather: Part II (1974),2021-12-19,4
Exupéry Di Marco,Fight Club (1999),2022-06-14,2
Yannick Rami,12 Angry Men (1957),2022-02-16,4
Mélissa Kairouani,The Godfather: Part II (1974),2022-01-29,4
Quentin Bouriche,The Lord of the Rings: The Two Towers (2002),2021-11-01,1
Simon Milio,12 Angry Men (1957),2022-01-06,4
Raphaël Nicolier,The Lord of the Rings: The Two Towers (2002),2021-10-02,2
Georges Dromard,The Lord of the Rings: The Return of the King (2003),2021-11-03,2
Simon Nicolier,"The Good, the Bad and the Ugly (1966)",2021-12-06,3
Simon Tristan Kocher,Schindler's List (1993),2022-05-24,4
Manuel Dromard,12 Angry Men (1957),2021-11-09,4
Mathieu Badillo,12 Angry Men (1957),2022-04-11,4
Ericka Andoine,Forrest Gump (1994),2022-04-11,2
Thierry Franco,Goodfellas (1990),2021-07-10,0
Manuel Pravaz,Inception (2010),2022-01-12,1
Ericka Rami,The Godfather: Part II (1974),2021-12-27,3
Manuel Fragnière,Inception (2010),2022-04-09,2
Simon Gerez,Fight Club (1999),2021-07-26,2
Georges Montmollin,Goodfellas (1990),2021-10-30,0
Simon Badillo,Inception (2010),2022-05-10,1
Andrea Rossi,Seven Samurai (1954),2021-07-26,1
Sélim Terra,Fight Club (1999),2021-09-26,3
Julien Dromard,Inception (2010),2022-05-19,2
Mélissa Mérot,Fight Club (1999),2021-12-06,3
Mélissa Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-11,2
Julien Gerez,The Dark Knight (2008),2022-02-16,3
Julien Zanoun,Schindler's List (1993),2021-09-05,4
Thierry Fragnière,Pulp Fiction (1994),2021-10-02,3
Ericka Pravaz,Fight Club (1999),2021-08-11,3
Georges Tristan Kocher,The Dark Knight (2008),2021-12-15,3
Laurence Franco,Pulp Fiction (1994),2021-08-24,2
Julien Zanoun,12 Angry Men (1957),2022-02-25,4
Corentin Rami,Fight Club (1999),2022-04-30,3
Julien Verdan,The Godfather (1972),2021-09-14,4
Patrick Terra,Fight Club (1999),2022-01-30,3
Mohammed Stella,Seven Samurai (1954),2022-03-18,0
Enea Berclaz,Fight Club (1999),2022-03-26,2
Andrea Mettreaux,The Godfather: Part II (1974),2022-03-30,4
Michelle Mutti,The Shawshank Redemption (1994),2021-09-30,5
Thierry Andoine,Star Wars: Episode V - The Empire Strikes Back (1980),2022-06-11,1
Quentin Montmollin,"The Good, the Bad and the Ugly (1966)",2021-11-05,3
Olivier Philippe Dromard,Goodfellas (1990),2022-01-21,1
Patrick Badillo,The Matrix (1999),2021-08-31,1
Marie Kairouani,Pulp Fiction (1994),2022-02-08,3
Sélim Fragnière,"The Good, the Bad and the Ugly (1966)",2022-06-09,2
Julia Kunz,Schindler's List (1993),2022-01-18,3
Arthur Montmollin,The Dark Knight (2008),2022-03-06,4
Nicolas Rossi,Inception (2010),2022-06-01,1
Christophe Zanoun,Forrest Gump (1994),2022-05-12,2
Enea Mutti,The Dark Knight (2008),2022-03-08,3
Nicolas Mettreaux,Fight Club (1999),2021-08-31,3
Arthur Rordorf,Fight Club (1999),2022-06-14,2
Laurence Rordorf,The Lord of the Rings: The Two Towers (2002),2022-02-03,2
Michelle Lavanchy,12 Angry Men (1957),2022-04-01,3
Ericka Andoine,The Lord of the Rings: The Fellowship of the Ring (2001),2022-03-10,2
Ericka Franco,The Godfather (1972),2022-05-20,4
Quentin Nicolier,The Lord of the Rings: The Fellowship of the Ring (2001),2021-07-17,3
Corentin La Spada,The Godfather (1972),2022-02-19,4
Mouhssine Verdan,The Godfather: Part II (1974),2022-05-10,4
Corentin Rordorf,Fight Club (1999),2022-06-08,2
Mathieu Di Marco,The Matrix (1999),2022-04-04,1
Julia Franco,Forrest Gump (1994),2022-02-07,2
Frédéric Dromard,Pulp Fiction (1994),2021-11-14,2
Corentin Mérot,The Dark Knight (2008),2021-10-02,3
Frédéric Andoine,Goodfellas (1990),2021-07-15,1
Sélim Andoine,The Lord of the Rings: The Two Towers (2002),2021-08-20,1
Olivier Philippe Olsen,The Dark Knight (2008),2021-11-04,4
Raphaël Berclaz,The Dark Knight (2008),2021-08-28,3
Frédéric Berclaz,Forrest Gump (1994),2021-12-18,2
Georges Fragnière,"The Good, the Bad and the Ugly (1966)",2022-04-27,3
Michelle Kairouani,12 Angry Men (1957),2022-01-15,3
Exupéry Milio,The Shawshank Redemption (1994),2021-09-21,5
Raphaël Badillo,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-13,1
Andrea Rouge,The Lord of the Rings: The Return of the King (2003),2022-04-27,2
Mouhssine Kairouani,Inception (2010),2021-07-03,2
Frédéric Bouriche,The Lord of the Rings: The Return of the King (2003),2022-04-13,3
Antonio Di Marco,The Godfather (1972),2022-03-05,4
Michelle Verdan,The Dark Knight (2008),2022-02-08,3
Marie Zanoun,The Godfather: Part II (1974),2022-05-06,3
Murièle Zanoun,The Godfather: Part II (1974),2021-11-10,3
Mélissa Pravaz,The Dark Knight (2008),2022-04-27,4
Arthur Mérot,The Dark Knight (2008),2022-05-29,4
Exupéry Franco,The Shawshank Redemption (1994),2021-09-04,5
Mohammed Berclaz,The Godfather (1972),2022-04-21,3
Quentin Kairouani,Forrest Gump (1994),2022-02-02,1
Antonio Rouge,The Godfather: Part II (1974),2022-01-11,4
Mohammed Mettreaux,The Matrix (1999),2021-06-19,1
Arthur Terra,Pulp Fiction (1994),2021-08-16,3
Frédéric Rossi,Pulp Fiction (1994),2022-01-20,3
Michelle Dromard,Goodfellas (1990),2021-08-28,0
Mélissa Montmollin,The Shawshank Redemption (1994),2021-08-14,5
Marie Dumas,Schindler's List (1993),2022-05-05,3
Manuel Dromard,Star Wars: Episode V - The Empire Strikes Back (1980),2022-01-14,2
Exupéry Tristan Kocher,The Dark Knight (2008),2021-08-26,3
Sylvain Dromard,The Godfather: Part II (1974),2022-03-13,3
Marie Mérot,Pulp Fiction (1994),2021-06-20,2
Georges Mérot,The Dark Knight (2008),2022-06-04,3
Thierry Dromard,The Lord of the Rings: The Two Towers (2002),2021-08-03,1
Georges Fragnière,Fight Club (1999),2021-08-08,2
Julia Stella,12 Angry Men (1957),2021-10-04,3
Mélissa Di Marco,Star Wars: Episode V - The Empire Strikes Back (1980),2021-07-16,2
Quentin La Spada,The Lord of the Rings: The Fellowship of the Ring (2001),2021-12-07,2
Yannick Nicolier,The Lord of the Rings: The Return of the King (2003),2021-06-29,2
Sélim Gerez,The Shawshank Redemption (1994),2021-07-06,5
Julien Stella,Schindler's List (1993),2021-12-30,3
Mouhssine Rami,The Shawshank Redemption (1994),2022-04-21,4
Thierry Gerez,The Matrix (1999),2021-09-11,2
Frédéric Di Marco,Schindler's List (1993),2022-03-18,4
Ericka Mutti,The Godfather: Part II (1974),2021-10-07,3
Simon Di Marco,Fight Club (1999),2022-01-11,3
Mathieu La Spada,Forrest Gump (1994),2022-02-11,1
Mélissa Fragnière,Schindler's List (1993),2022-02-15,4
Thierry Dromard,Inception (2010),2021-07-22,2
Georges Mérot,Fight Club (1999),2022-03-13,3
Patrick Zanoun,The Lord of the Rings: The Two Towers (2002),2022-06-13,1
Nicolas Di Marco,12 Angry Men (1957),2022-03-14,3
Sélim Rami,The Lord of the Rings: The Return of the King (2003),2022-05-26,3
Andrea Tristan Kocher,The Matrix (1999),2022-06-07,2
Mathieu Milio,The Shawshank Redemption (1994),2021-12-04,4
Sélim Olsen,The Lord of the Rings: The Return of the King (2003),2021-07-05,3
Enea Kunz,One Flew Over the Cuckoo's Nest (1975),2021-07-14,0
Arthur Dromard,The Godfather: Part II (1974),2022-04-08,3
Julien Badillo,The Dark Knight (2008),2021-11-10,3
Thierry Olsen,One Flew Over the Cuckoo's Nest (1975),2021-10-01,0
Arthur Rami,The Shawshank Redemption (1994),2022-02-12,4
Andrea Verdan,The Matrix (1999),2021-09-04,1
Julia Rossi,Inception (2010),2021-09-29,1
Mohammed Mutti,Forrest Gump (1994),2021-12-25,1
Christophe Dumas,The Dark Knight (2008),2021-08-14,3
Mélissa Andoine,Inception (2010),2022-06-06,1
Sylvain La Spada,Goodfellas (1990),2021-08-04,0
Georges Bouriche,The Godfather (1972),2021-12-03,4
Andrea La Spada,The Shawshank Redemption (1994),2021-08-13,4
Frédéric La Spada,Inception (2010),2022-03-17,2
Arthur Bouriche,The Lord of the Rings: The Fellowship of the Ring (2001),2021-11-22,3
Patrick Rossi,The Lord of the Rings: The Fellowship of the Ring (2001),2022-02-16,3
Marie Rami,Inception (2010),2021-08-05,1
Olivier Franco,Schindler's List (1993),2022-05-24,4
Murièle Tristan Kocher,The Godfather: Part II (1974),2021-06-30,4
Mohammed Rossi,Schindler's List (1993),2021-06-21,4
Olivier Dromard,The Lord of the Rings: The Fellowship of the Ring (2001),2021-09-25,2
Arthur Montmollin,The Shawshank Redemption (1994),2022-01-17,5
Exupéry Rami,Schindler's List (1993),2022-05-03,3
Nicolas Lavanchy,Pulp Fiction (1994),2021-07-28,2
Laurence Rouge,Inception (2010),2021-09-14,1
Laurence Di Marco,The Godfather: Part II (1974),2022-06-01,3
Enea Terra,12 Angry Men (1957),2021-11-02,3
Simon Di Marco,Schindler's List (1993),2021-10-23,4
Frédéric Milio,Forrest Gump (1994),2022-06-05,1
Simon Gerez,The Matrix (1999),2021-12-16,2
Yannick Mettreaux,The Godfather (1972),2021-09-13,4
Mélissa Mettreaux,"The Good, the Bad and the Ugly (1966)",2022-01-15,2
Georges Berclaz,The Godfather: Part II (1974),2021-09-27,4
Antonio Rami,One Flew Over the Cuckoo's Nest (1975),2021-10-22,1
Raphaël La Spada,The Shawshank Redemption (1994),2022-02-04,4
Julien Mettreaux,12 Angry Men (1957),2021-08-21,4
Corentin Zanoun,The Lord of the Rings: The Return of the King (2003),2021-12-05,2
Marie Berclaz,12 Angry Men (1957),2022-04-13,4
Corentin Andoine,Inception (2010),2021-12-01,1
Antonio Dromard,The Shawshank Redemption (1994),2022-06-12,4
Sylvain Kunz,Inception (2010),2022-05-09,1
Mohammed Mettreaux,The Godfather: Part II (1974),2021-09-08,4
Sélim Rordorf,Goodfellas (1990),2021-11-11,0
Corentin Milio,The Godfather: Part II (1974),2021-06-22,4
Thierry Dromard,The Dark Knight (2008),2021-12-06,4
Antonio Jacquier,Schindler's List (1993),2022-01-18,3
Mohammed Gerez,"The Good, the Bad and the Ugly (1966)",2022-04-13,3
Mélissa Olsen,The Lord of the Rings: The Return of the King (2003),2022-02-11,3
Exupéry Lavanchy,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-12,3
Laurence Bouriche,The Godfather: Part II (1974),2022-02-20,3
Simon Rouge,The Godfather: Part II (1974),2021-11-25,3
Quentin Tristan Kocher,The Shawshank Redemption (1994),2021-11-26,4
Marie Olsen,The Godfather (1972),2022-02-05,3
Arthur Badillo,The Lord of the Rings: The Fellowship of the Ring (2001),2021-08-27,2
